model,query_language,depth,n,mean_cos,mrr,recall_at_10,recall_at_100
sentence-transformers/LaBSE,de,0,26,0.5195392473385885,0.24563586104862242,0.3076923076923077,0.38461538461538464
sentence-transformers/LaBSE,de,1,26,0.5187817433705697,0.25587905857468957,0.3076923076923077,0.4230769230769231
sentence-transformers/LaBSE,de,2,26,0.5159694369022663,0.22705883324928655,0.34615384615384615,0.38461538461538464
sentence-transformers/LaBSE,de,3,26,0.5168522825607886,0.25600344203775893,0.34615384615384615,0.38461538461538464
sentence-transformers/LaBSE,de,4,26,0.5126231438838519,0.18961465611761666,0.3076923076923077,0.38461538461538464
sentence-transformers/LaBSE,de,5,26,0.5123784060661609,0.21358683800064385,0.3076923076923077,0.38461538461538464
sentence-transformers/LaBSE,en,0,27,0.5218547693005314,0.3610112409529716,0.4444444444444444,0.7037037037037037
sentence-transformers/LaBSE,en,1,27,0.5199114238774335,0.39791377612064643,0.48148148148148145,0.6666666666666666
sentence-transformers/LaBSE,en,2,27,0.5177064107524024,0.34976000025507176,0.48148148148148145,0.6666666666666666
sentence-transformers/LaBSE,en,3,27,0.5181150635083517,0.3454564895523751,0.5185185185185185,0.6666666666666666
sentence-transformers/LaBSE,en,4,27,0.5148540967040591,0.30688582411151494,0.4444444444444444,0.6666666666666666
sentence-transformers/LaBSE,en,5,27,0.5136805110507541,0.29386340267341077,0.4444444444444444,0.6666666666666666
sentence-transformers/LaBSE,es,0,27,0.5294037792417738,0.2479613178847893,0.2962962962962963,0.4444444444444444
sentence-transformers/LaBSE,es,1,27,0.5288310382101271,0.2666251175154081,0.2962962962962963,0.48148148148148145
sentence-transformers/LaBSE,es,2,27,0.5266268639652817,0.2843700705018818,0.2962962962962963,0.4444444444444444
sentence-transformers/LaBSE,es,3,27,0.5273629614600429,0.2844776068421235,0.2962962962962963,0.48148148148148145
sentence-transformers/LaBSE,es,4,27,0.5225912729899088,0.25670724517036075,0.2962962962962963,0.4444444444444444
sentence-transformers/LaBSE,es,5,27,0.522273858388265,0.25671455863493714,0.2962962962962963,0.4444444444444444
sentence-transformers/LaBSE,fr,0,27,0.5165852175818549,0.3007356369981248,0.2962962962962963,0.4074074074074074
sentence-transformers/LaBSE,fr,1,27,0.514799643445898,0.30135186022743005,0.2962962962962963,0.4074074074074074
sentence-transformers/LaBSE,fr,2,27,0.5112003286679586,0.27447862665687456,0.2962962962962963,0.37037037037037035
sentence-transformers/LaBSE,fr,3,27,0.511241614818573,0.27461255409505625,0.2962962962962963,0.37037037037037035
sentence-transformers/LaBSE,fr,4,27,0.5083998916325746,0.25579929642772764,0.2962962962962963,0.37037037037037035
sentence-transformers/LaBSE,fr,5,27,0.5080217089917924,0.2744720928221217,0.2962962962962963,0.37037037037037035
sentence-transformers/LaBSE,zh,0,27,0.4946128041655929,0.3544148451480466,0.5185185185185185,0.5925925925925926
sentence-transformers/LaBSE,zh,1,27,0.49343988409748785,0.3524980339722692,0.48148148148148145,0.6296296296296297
sentence-transformers/LaBSE,zh,2,27,0.49018679062525433,0.33574342311264344,0.48148148148148145,0.5925925925925926
sentence-transformers/LaBSE,zh,3,27,0.48986813094880843,0.3604977514359095,0.5185185185185185,0.5925925925925926
sentence-transformers/LaBSE,zh,4,27,0.4869739159389778,0.3296884025977506,0.48148148148148145,0.5925925925925926
sentence-transformers/LaBSE,zh,5,27,0.48580245287330065,0.32440445442624616,0.48148148148148145,0.5555555555555556
